1,2,3,4,5,6,7,8,9,10,11,12
27,19,-7,17,-24,5,16,56,57,40,29,20
36,23,-11,24,-30,5,14,57,56,39,29,20
45,27,-17,31,-37,4,13,59,57,40,31,22
54,30,-23,38,-43,3,12,62,60,42,34,26
62,32,-28,45,-48,1,11,64,63,45,38,30
67,33,-33,50,-51,-1,8,64,65,47,42,33
72,33,-38,56,-54,-4,5,64,67,50,46,36
78,32,-45,62,-56,-7,3,63,68,51,48,38
84,32,-51,68,-60,-10,1,62,69,52,49,40
91,34,-56,74,-64,-12,1,62,70,52,49,42
96,36,-59,77,-67,-12,2,63,73,52,49,44
98,40,-58,78,-70,-10,5,65,77,53,50,48
98,44,-53,75,-71,-5,8,69,84,57,53,53
94,48,-46,69,-71,0,12,75,91,63,59,60
89,51,-38,63,-71,6,15,82,98,71,66,67
85,54,-30,57,-70,11,16,89,105,80,74,74
82,56,-26,54,-70,14,16,96,111,89,82,80
83,56,-26,54,-70,14,15,102,116,97,89,86
86,56,-29,57,-72,13,15,107,122,104,95,91
91,57,-33,61,-75,11,15,112,128,111,100,96
95,58,-36,65,-78,10,15,116,135,117,105,100
98,61,-37,67,-80,11,16,120,142,124,110,104
100,64,-35,67,-83,13,17,124,149,130,115,108
102,69,-33,67,-86,17,18,129,155,136,119,111
104,74,-30,67,-89,21,19,134,161,141,123,114
106,79,-28,67,-93,24,20,140,166,145,126,115
108,83,-26,67,-96,27,22,146,171,149,128,117
108,86,-23,65,-97,30,25,152,178,155,132,120
107,89,-18,63,-99,35,27,159,185,161,138,125
107,94,-12,59,-101,40,29,166,193,170,146,132
108,100,-7,57,-105,46,29,172,202,179,156,140
112,108,-3,58,-111,52,29,178,211,188,166,149
118,115,-2,60,-118,56,28,183,219,198,176,157
125,121,-3,64,-124,58,26,187,227,207,185,164
132,125,-6,69,-130,59,23,189,234,215,193,171
139,129,-9,74,-135,60,19,191,240,222,200,176
146,134,-12,79,-141,60,16,192,246,228,206,180
153,138,-14,83,-147,61,13,193,252,234,213,184
159,143,-15,87,-152,63,10,194,257,239,218,187
163,148,-14,88,-156,66,7,195,260,243,222,190
164,152,-12,88,-159,69,5,197,263,248,227,193
162,156,-6,84,-160,74,5,200,267,253,232,198
157,159,2,77,-159,80,7,205,272,259,238,204
148,162,14,67,-156,88,11,210,279,266,244,211
140,166,26,56,-154,95,14,215,286,274,251,218
133,169,37,48,-152,102,14,218,291,282,257,223
131,173,43,43,-153,108,14,218,295,289,262,228
135,178,44,45,-158,111,13,217,296,293,266,231
142,183,42,50,-164,112,12,215,294,294,266,233
148,186,39,54,-169,113,13,211,289,293,265,232
154,188,36,59,-172,112,14,206,283,289,261,229
156,188,33,61,-173,110,12,198,275,284,255,224
158,186,29,64,-173,107,10,189,265,276,248,217
161,184,24,68,-174,104,7,179,255,266,238,209
164,182,18,73,-174,100,5,169,243,256,227,200
169,179,11,79,-175,95,4,159,230,245,214,190
172,177,5,83,-175,91,5,150,217,233,201,179
170,173,3,84,-172,87,9,142,204,221,188,169
164,167,3,81,-166,85,14,134,192,208,176,158
153,160,8,73,-157,84,20,126,181,194,164,148
139,151,13,63,-146,82,26,118,171,180,152,137
126,142,17,55,-135,79,28,109,160,165,140,126
114,132,19,48,-124,75,29,100,149,151,129,116
104,122,19,42,-114,70,28,91,138,138,118,107
95,113,19,37,-104,66,27,84,128,127,108,100
85,104,20,32,-95,62,26,78,119,119,101,95
75,95,21,26,-86,58,25,73,111,113,95,92
65,86,22,21,-77,54,24,69,104,108,91,88
56,77,22,17,-68,49,21,65,97,103,86,84
49,69,20,14,-61,44,18,61,89,98,81,79
45,62,18,13,-55,40,15,58,82,92,75,73
43,58,15,13,-52,36,13,56,75,86,70,67
42,56,13,14,-50,34,12,54,70,81,65,62
43,55,13,14,-50,34,12,53,65,75,61,58
42,55,13,14,-49,34,13,52,62,69,57,54
42,55,14,14,-49,34,14,50,58,63,53,50
41,54,13,14,-48,34,15,47,55,56,48,45
42,51,10,16,-48,31,15,43,50,48,42,40
43,49,7,18,-47,28,13,37,44,41,37,34
45,48,3,21,-47,26,10,31,39,33,31,29
47,47,1,23,-48,24,6,26,34,27,27,24
47,47,2,23,-48,24,4,23,30,23,24,22
45,48,4,21,-47,25,3,21,28,20,23,20
42,48,7,17,-46,27,3,21,28,19,23,20
37,48,13,12,-43,30,5,22,28,19,24,22
30,48,19,6,-40,33,7,24,30,20,26,24
23,48,26,-1,-37,36,10,27,33,23,28,27
16,48,32,-7,-33,39,13,29,36,26,31,30
12,48,36,-11,-31,41,15,31,39,29,33,33
11,47,37,-13,-30,41,15,32,41,32,34,35
12,47,36,-12,-30,40,15,32,42,34,35,36
14,46,33,-9,-31,38,15,31,43,36,35,37
18,45,28,-5,-32,36,14,30,43,36,34,37
22,45,23,-1,-34,33,13,29,42,36,33,37
27,44,18,4,-36,30,11,28,41,36,32,36
31,44,13,9,-38,28,10,27,39,36,30,35
35,43,9,13,-40,26,9,26,37,36,29,34
37,43,6,15,-41,25,9,26,36,35,28,33
39,43,5,17,-42,24,10,25,35,35,27,33
39,44,6,16,-42,25,11,26,35,35,27,34
38,45,8,14,-42,26,13,27,36,35,27,36
36,46,10,12,-42,28,15,28,38,36,28,38
35,47,12,11,-42,29,16,29,40,37,29,39
36,48,12,11,-43,30,15,29,41,37,30,40
38,49,11,13,-44,29,14,29,42,37,31,40
41,49,8,16,-46,28,11,28,42,37,32,39
45,50,5,20,-48,27,8,26,42,35,32,38
48,50,2,23,-50,25,6,25,42,33,31,36
51,50,0,25,-52,25,3,24,41,31,31,35
52,51,-1,26,-53,24,1,25,40,29,30,33
52,51,0,25,-52,25,0,25,39,28,29,32
50,50,2,23,-51,26,-1,27,38,27,28,31
46,49,4,20,-49,26,-1,28,37,26,27,30
41,48,8,16,-46,27,-1,29,36,26,27,29
36,47,11,12,-43,28,-1,30,36,27,27,29
31,45,15,7,-39,30,0,31,37,28,27,29
25,44,19,3,-36,31,0,32,38,30,28,30
20,42,23,-2,-32,32,1,33,39,32,30,31
16,40,26,-5,-29,33,2,35,41,35,31,33
13,38,27,-7,-27,32,3,37,42,37,33,34
12,36,26,-7,-25,30,4,39,43,39,35,36
13,34,23,-5,-25,28,4,41,44,40,36,36
16,33,18,-1,-26,25,4,42,44,40,37,36
21,33,13,4,-28,22,4,43,44,40,38,36
26,33,8,9,-31,20,3,43,44,39,38,35
32,35,4,13,-35,19,3,42,44,38,38,34
36,37,2,16,-38,20,3,42,45,37,37,34
39,39,2,18,-41,21,3,42,46,36,37,34
40,41,3,18,-42,22,2,41,47,36,36,34
39,42,4,17,-42,23,2,41,48,36,36,34
38,42,5,16,-42,23,1,40,48,35,35,33
37,42,6,15,-41,23,0,39,47,35,34,32
36,41,6,14,-40,23,-1,38,46,34,33,31
35,41,7,13,-40,24,-1,37,45,33,32,30
34,42,9,12,-39,25,-1,36,45,33,32,30
32,42,11,10,-39,26,0,36,45,33,32,31
31,43,13,8,-38,28,2,37,46,33,33,33
28,44,16,6,-37,29,3,38,47,34,34,34
26,43,18,4,-36,30,4,39,48,35,35,35
23,41,19,2,-34,30,4,39,49,36,36,36
21,39,19,1,-32,29,4,39,50,36,37,36
20,37,18,1,-30,27,3,39,49,36,37,35
20,35,16,2,-29,26,3,38,49,36,37,35
21,34,14,3,-28,24,2,38,48,36,37,34
22,32,11,5,-28,22,1,37,47,35,36,34
23,31,9,6,-28,20,1,36,46,34,36,33
24,30,6,8,-28,18,0,35,44,33,36,33
26,29,3,11,-28,16,0,34,42,32,36,32
30,29,-1,14,-30,14,0,33,40,31,35,31
33,30,-4,18,-32,13,0,32,38,31,36,31
37,32,-6,21,-35,13,0,31,36,30,36,32
40,34,-7,23,-37,13,0,29,35,30,36,33
42,35,-7,24,-39,14,0,28,34,30,36,34
42,36,-6,24,-39,15,-1,27,34,30,36,34
41,36,-5,23,-39,15,-2,27,33,30,36,35
40,35,-5,22,-38,15,-3,26,32,30,36,34
38,34,-4,21,-37,14,-3,26,31,29,35,33
37,32,-4,20,-35,13,-3,26,30,28,34,31
35,31,-3,19,-34,13,-2,25,29,27,32,30
32,30,-1,16,-32,13,0,25,28,27,31,28
27,29,3,12,-29,15,3,25,28,26,30,27
22,29,8,7,-26,18,6,26,28,26,30,27
17,29,14,1,-24,21,9,27,30,28,30,28
13,30,19,-3,-23,24,12,28,31,29,31,29
11,32,23,-6,-22,27,13,29,32,31,33,31
11,34,24,-7,-24,29,13,29,32,33,34,33
14,37,25,-6,-26,31,12,28,32,35,36,35
17,40,24,-4,-29,32,10,27,32,36,38,36
21,43,23,-1,-32,33,7,27,32,37,40,38
25,46,23,1,-36,35,5,27,33,39,42,39
29,51,24,3,-40,38,3,28,35,40,44,41
32,56,25,4,-45,41,2,29,37,42,46,42
35,61,28,4,-49,45,2,31,39,44,48,43
37,66,31,3,-53,48,3,33,41,46,50,44
38,71,34,2,-56,52,4,35,43,47,51,45
38,75,38,0,-58,56,6,37,44,48,52,45
37,78,42,-2,-59,59,8,39,46,48,53,45
35,80,47,-6,-59,63,11,41,47,49,54,46
31,82,53,-11,-58,67,14,44,49,50,54,46
25,84,61,-18,-56,72,17,47,51,52,56,48
19,86,69,-25,-54,77,19,50,53,55,57,50
14,89,77,-32,-52,82,21,53,54,58,59,53
10,92,83,-37,-53,88,22,54,56,61,61,56
10,97,87,-39,-55,92,20,55,57,63,62,59
13,102,89,-39,-59,96,17,53,57,66,64,61
19,107,89,-36,-65,99,13,51,57,67,65,64
27,113,86,-30,-72,100,6,47,56,68,66,65
37,118,82,-23,-80,101,-1,43,55,69,67,67
48,124,77,-15,-88,101,-9,39,54,68,68,68
59,129,71,-7,-96,101,-17,34,52,68,67,69
69,134,66,0,-103,101,-26,29,50,66,67,69
77,138,62,7,-110,101,-33,25,47,64,65,68
84,143,59,12,-115,101,-40,22,44,62,64,67
90,146,57,16,-120,102,-46,18,41,60,62,66
94,150,56,18,-124,103,-51,15,39,58,60,65
97,153,56,20,-126,104,-55,13,36,56,59,64
100,155,56,21,-129,106,-58,11,35,54,58,63
102,157,56,22,-130,107,-59,9,33,52,57,63
103,158,56,22,-131,107,-59,8,32,50,56,62
102,158,56,22,-131,107,-58,7,31,49,55,62
100,155,56,21,-129,106,-55,7,30,47,54,62
95,151,56,18,-124,104,-51,8,30,46,54,62
87,143,57,14,-117,100,-46,10,30,46,53,62
77,133,57,9,-107,95,-41,12,30,45,52,61
65,121,57,3,-95,89,-36,14,30,44,51,60
53,108,56,-2,-82,83,-32,16,29,42,50,58
42,95,55,-7,-70,76,-28,18,29,40,48,55
33,84,52,-10,-60,69,-25,18,27,38,46,52
28,74,48,-10,-53,62,-22,18,25,35,43,48
27,66,42,-8,-48,55,-20,16,22,32,40,44
27,60,35,-5,-45,48,-19,13,18,28,37,39
27,54,29,-2,-42,42,-18,9,14,23,33,34
25,48,24,0,-38,36,-17,6,11,18,30,30
20,42,23,-2,-32,33,-17,4,9,15,27,27
13,35,24,-6,-25,30,-16,3,8,13,25,26
4,29,26,-12,-17,28,-15,4,9,12,24,25
-6,23,30,-19,-9,27,-14,4,10,13,24,25
-15,17,33,-25,-2,25,-13,5,11,14,24,25
-22,11,35,-29,4,23,-13,5,12,15,24,25
-26,6,33,-31,9,19,-14,3,12,16,23,23
-28,1,29,-30,12,15,-15,1,11,16,22,21
-26,-4,22,-25,13,9,-17,-2,9,14,20,17
-21,-7,14,-18,13,3,-17,-5,6,12,17,13
-14,-9,5,-11,10,-2,-17,-8,4,9,14,9
-7,-9,-2,-3,7,-6,-16,-9,1,6,11,5
-1,-8,-7,2,3,-8,-14,-9,-1,3,7,2
2,-6,-8,4,1,-7,-11,-8,-2,1,5,0
15,-4,-19,17,-5,-12,-9,-10,-6,-3,1,-5
11,-1,-11,12,-5,-6,-3,-5,-3,-2,0,-3
0,0,0,0,0,0,0,0,0,0,0,0
-11,0,11,-11,6,5,3,7,5,4,2,3
-18,-2,16,-17,10,7,4,14,11,8,5,7
-19,-4,16,-17,12,6,6,22,17,12,9,10
-18,-5,13,-16,12,4,12,34,26,18,14,14
-16,-8,9,-13,12,0,17,44,34,21,18,17
-16,-13,4,-11,14,-4,35,67,53,31,26,23
-16,-15,0,-9,15,-7,58,98,74,43,36,28
-5,-13,-6,0,9,-10,63,117,98,59,51,37
7,-6,-12,10,0,-8,60,131,125,78,70,48
26,8,-17,21,-17,-5,54,144,156,108,97,76
47,26,-20,33,-36,3,47,155,191,148,134,116
65,44,-19,43,-54,13,22,152,223,192,182,159
84,63,-19,53,-73,22,-16,135,254,241,239,205
131,112,-17,75,-121,47,-71,101,290,302,305,274
199,178,-19,108,-187,81,-139,51,324,372,382,358
267,251,-14,140,-258,118,-226,-2,364,456,468,452
337,331,-6,172,-333,162,-326,-61,405,547,563,555
419,412,-4,212,-415,204,-425,-125,438,636,656,650
505,501,-2,253,-501,249,-523,-190,467,724,764,743
566,551,-14,289,-557,267,-607,-260,463,776,822,795
610,576,-32,321,-592,272,-683,-332,441,805,857,820
622,566,-54,337,-593,255,-739,-405,379,776,835,800
611,527,-82,346,-569,222,-780,-482,287,706,772,743
569,488,-79,324,-527,205,-795,-555,169,593,669,652
501,437,-60,280,-469,188,-789,-630,26,443,531,531
419,379,-36,227,-399,171,-760,-673,-106,282,386,405
323,315,-6,165,-319,154,-710,-700,-237,106,229,270
249,251,5,122,-249,128,-641,-684,-315,-21,111,163
186,197,13,86,-190,106,-560,-639,-359,-117,20,79
129,153,26,51,-140,90,-477,-584,-369,-181,-50,16
82,124,45,19,-102,84,-393,-513,-345,-213,-90,-22
31,106,77,-24,-67,92,-313,-431,-301,-211,-98,-33
-16,93,112,-64,-37,103,-239,-338,-231,-178,-76,-20
-27,93,121,-74,-31,108,-183,-256,-158,-129,-43,-2
-14,93,109,-62,-38,100,-141,-186,-84,-73,-6,19
6,83,78,-36,-43,81,-112,-130,-26,-21,27,37
27,65,41,-6,-45,52,-88,-89,12,15,46,47
30,41,15,8,-34,27,-68,-70,27,30,53,46
19,19,2,9,-18,10,-53,-64,23,27,48,34
6,6,0,4,-5,3,-37,-65,13,14,31,20
-2,2,7,-4,1,3,-21,-65,5,0,15,10
-7,4,11,-9,2,7,-12,-63,2,-10,7,6
-4,8,14,-9,0,10,-5,-59,7,-10,7,12
1,6,6,-3,-3,6,-2,-46,32,12,25,21
2,4,3,-1,-3,4,4,-39,44,22,31,25
1,1,0,0,-1,1,9,-33,54,31,35,28
-1,-4,-2,0,2,-2,13,-29,61,37,36,29
-6,-10,-2,-3,8,-5,16,-29,62,37,33,26
-11,-14,-2,-5,12,-7,19,-31,59,33,27,23
-14,-17,-2,-6,15,-9,22,-34,56,27,22,19
-15,-18,-2,-7,16,-9,23,-37,53,21,17,17
-14,-17,-3,-6,15,-9,24,-38,52,18,15,16
-12,-16,-4,-4,14,-10,23,-39,54,18,16,16
-11,-17,-6,-3,14,-11,21,-39,58,20,18,18
-10,-19,-9,-1,14,-13,19,-39,61,23,20,19
-9,-22,-13,2,15,-17,17,-40,64,25,22,19
-7,-25,-17,5,16,-21,14,-41,65,25,22,18
-5,-27,-21,8,16,-24,13,-44,64,22,19,14
-3,-28,-24,10,16,-26,11,-47,63,18,15,10
-2,-28,-24,10,15,-26,10,-52,62,14,11,6
-2,-26,-22,9,14,-24,9,-55,62,11,7,2
-4,-24,-18,6,13,-21,8,-58,62,10,6,0
-6,-20,-12,2,13,-16,9,-58,65,12,7,0
-10,-16,-4,-4,12,-10,13,-56,70,16,10,4
-14,-12,4,-10,12,-5,18,-53,76,20,15,9
-18,-9,10,-15,13,0,23,-50,84,25,21,15
-20,-7,14,-18,13,3,27,-48,90,29,25,19
-22,-6,17,-20,13,5,28,-48,93,31,28,21
-22,-5,18,-21,13,6,26,-49,94,32,29,22
-21,-5,17,-20,12,6,25,-50,94,33,30,23
-18,-3,16,-18,10,6,22,-51,93,33,31,24
-14,-1,14,-15,7,6,20,-52,94,34,32,24
-7,1,10,-9,2,6,18,-53,95,35,33,25
1,5,5,-3,-3,5,15,-53,96,36,35,26
9,7,-1,4,-8,3,13,-54,97,38,36,27
15,8,-6,10,-12,1,12,-53,98,40,38,28
19,8,-10,14,-14,-1,12,-54,98,42,40,28
21,6,-13,16,-14,-3,13,-55,98,43,41,27
22,5,-16,18,-14,-5,14,-58,98,43,41,26
25,5,-18,20,-16,-6,16,-61,99,42,41,24
26,7,-18,21,-17,-6,18,-63,101,41,40,24
24,8,-15,19,-17,-3,22,-62,104,42,42,26
18,9,-8,13,-15,0,26,-60,108,44,44,29
9,10,1,4,-10,5,30,-58,114,48,48,33
-1,9,11,-6,-5,10,33,-56,120,52,51,38
-9,9,20,-15,-1,14,36,-55,126,57,54,41
-16,9,27,-22,3,18,36,-55,131,63,56,45
-22,8,31,-26,6,19,35,-54,137,68,58,48
-23,7,31,-27,8,19,32,-54,141,72,60,51
-19,7,27,-23,6,17,28,-55,145,75,61,53
-11,7,19,-15,2,13,24,-56,148,76,62,54
-1,9,11,-6,-4,10,19,-57,150,77,62,54
10,11,2,4,-11,6,16,-59,151,76,61,53
22,15,-6,14,-19,4,13,-61,151,75,60,52
34,19,-14,24,-27,2,10,-62,152,74,60,51
47,25,-21,34,-37,1,7,-64,154,72,60,52
59,31,-26,42,-45,2,5,-64,158,72,61,54
65,36,-28,46,-51,4,4,-63,164,74,64,58
68,40,-26,46,-54,7,4,-59,170,78,68,64
67,43,-22,44,-55,10,5,-52,176,84,74,69
65,46,-18,41,-56,14,7,-46,183,91,80,75
66,50,-15,40,-58,17,8,-40,190,97,86,80
67,52,-14,40,-60,19,9,-36,196,104,93,85
68,54,-14,40,-61,20,10,-33,203,111,99,90
70,55,-15,42,-63,20,10,-31,209,117,105,95
71,55,-16,43,-64,20,11,-28,215,124,112,100
74,57,-16,44,-66,21,14,-24,220,131,118,104
78,61,-16,47,-69,22,17,-21,226,137,126,109
81,64,-16,49,-73,24,21,-17,231,143,133,113
84,65,-17,50,-75,24,24,-15,236,149,139,117
84,66,-17,51,-75,24,26,-13,241,155,146,121
84,66,-16,50,-75,25,28,-11,246,161,151,126
83,68,-14,48,-76,27,29,-8,252,167,157,132
83,74,-7,45,-79,33,32,-4,260,175,164,139
84,83,1,41,-83,41,35,0,269,184,171,147
84,92,9,37,-88,51,37,4,280,194,177,154
85,103,18,33,-94,60,39,8,292,205,184,161
86,111,25,30,-98,68,40,12,303,215,190,167
86,118,31,26,-102,75,41,16,313,225,197,174
86,124,38,24,-105,81,41,20,324,235,204,180
88,129,42,23,-109,85,40,23,334,243,210,186
92,133,42,25,-113,87,37,24,341,250,215,190
99,135,38,30,-117,86,33,23,346,255,218,191
109,137,29,40,-124,83,28,21,348,257,220,191
121,139,19,51,-131,79,22,18,349,258,221,190
133,141,10,61,-138,75,16,14,351,259,221,190
142,145,4,69,-144,74,12,10,353,259,222,190
146,149,4,71,-149,77,9,8,357,261,225,192
147,155,9,69,-152,82,7,6,360,264,227,195
145,160,16,64,-154,88,8,6,363,267,231,198
141,164,23,59,-154,94,9,6,365,270,234,200
140,168,28,56,-155,99,10,5,364,271,234,201
140,172,32,53,-157,102,12,6,362,270,234,200
141,176,35,52,-159,105,14,9,357,268,234,200
143,179,37,53,-161,107,16,13,350,265,232,199
144,180,36,54,-163,107,19,20,340,261,231,197
146,179,33,56,-163,106,21,27,326,256,228,193
148,176,28,60,-163,102,23,36,309,249,222,188
149,172,22,63,-161,97,24,45,290,239,214,180
148,165,16,65,-157,90,24,53,269,229,203,171
146,156,11,67,-152,83,23,62,248,217,190,160
143,148,5,68,-146,76,22,68,226,203,176,148
138,139,1,68,-139,70,21,72,203,189,162,135
133,131,-1,67,-133,65,21,75,181,173,147,122
126,124,-2,63,-126,62,21,77,161,157,133,110
117,118,2,57,-119,60,22,80,145,143,121,100
107,114,8,49,-112,61,23,83,132,131,111,93
95,111,17,39,-104,64,25,87,123,121,104,88
82,109,29,26,-96,69,28,92,117,114,99,85
67,106,41,12,-87,74,33,98,111,110,97,83
49,102,54,-3,-76,78,37,103,106,108,95,83
32,97,66,-18,-64,81,40,107,100,106,94,83
13,89,76,-32,-51,82,42,110,94,104,93,82
-4,79,83,-44,-37,81,44,111,88,102,91,81
-16,68,84,-50,-26,76,43,111,81,98,88,78
-20,58,77,-49,-19,67,40,108,73,91,83,72
-15,49,64,-40,-17,56,34,103,63,82,75,63
-4,42,47,-26,-19,44,27,96,51,71,64,53
8,38,30,-11,-23,34,21,90,39,59,54,42
18,36,19,-1,-27,27,19,87,30,49,45,33
23,36,14,4,-30,25,19,87,23,41,39,27
22,37,16,3,-30,27,22,89,19,36,35,24
18,40,23,-2,-29,31,27,92,18,34,34,23
12,42,30,-9,-27,36,30,96,17,35,34,23
7,43,36,-14,-25,39,33,98,15,36,35,24
4,42,38,-16,-23,39,33,98,12,36,36,24
4,41,37,-17,-22,39,33,97,9,36,37,24
5,40,35,-15,-22,37,31,95,6,36,38,24
7,39,32,-12,-23,35,30,94,3,35,39,25
11,38,28,-9,-25,33,28,93,3,35,39,25
15,38,23,-4,-27,30,25,92,2,35,38,25
20,37,18,1,-29,27,23,91,1,35,37,24
24,36,12,6,-30,24,20,90,0,33,34,22
27,34,7,10,-31,20,17,89,-2,30,31,20
28,31,3,13,-30,17,15,88,-4,27,28,17
27,28,2,13,-28,15,15,87,-6,24,24,14
24,26,2,11,-25,13,15,87,-9,20,21,12
20,24,4,8,-22,14,16,87,-10,18,18,11
16,23,7,4,-20,15,19,88,-11,16,17,12
13,24,11,0,-18,17,22,89,-10,16,18,13
11,26,16,-3,-18,20,26,90,-7,17,20,16
10,30,20,-6,-20,24,30,91,-3,20,24,20
10,34,25,-8,-22,28,34,93,1,23,28,24
10,38,28,-10,-24,32,36,94,5,28,32,28
10,41,31,-11,-25,35,38,95,10,32,36,31
10,41,32,-11,-25,36,37,95,14,36,38,34
10,40,31,-11,-24,35,36,93,18,39,40,35
9,37,28,-10,-23,32,33,91,20,40,41,34
10,33,23,-7,-21,28,30,87,21,40,41,33
11,28,17,-3,-20,22,26,83,19,38,40,30
13,23,11,1,-18,17,23,79,17,36,38,27
14,19,5,4,-17,12,21,76,15,34,37,24
14,16,3,5,-15,9,21,74,12,32,36,22
12,14,4,4,-14,9,21,73,12,31,35,21
9,15,7,1,-13,11,23,73,12,32,35,21
7,18,12,-3,-13,15,25,74,13,34,36,22
6,22,17,-5,-15,19,27,74,15,37,36,22
7,26,20,-7,-18,23,28,74,17,40,37,23
9,30,21,-6,-21,26,28,73,19,43,38,23
13,33,20,-4,-24,27,28,71,20,44,38,23
17,35,18,-1,-27,26,26,68,20,43,38,22
21,35,14,3,-29,24,24,65,20,42,37,21
25,34,9,7,-30,22,22,63,19,39,35,20
28,33,5,11,-31,19,20,61,19,37,34,19
30,32,2,13,-31,17,18,60,19,35,32,18
30,32,2,14,-31,17,17,60,19,34,31,17
29,32,3,13,-30,17,18,60,21,34,31,18
26,32,6,10,-29,18,19,61,22,35,31,19
22,31,10,6,-27,20,20,62,24,36,31,20
18,31,14,2,-24,22,22,62,26,37,32,22
14,31,18,-2,-22,23,23,62,27,38,33,23
11,31,20,-5,-21,25,24,62,29,39,34,25
11,32,22,-6,-21,26,25,62,30,40,35,26
11,33,23,-6,-22,27,25,62,31,41,36,28
12,34,23,-5,-23,27,25,61,32,41,37,29
12,35,23,-5,-23,28,26,60,34,42,37,30
11,35,24,-7,-23,29,26,60,35,44,38,32
9,36,27,-9,-22,30,27,59,37,46,39,33
7,36,29,-11,-21,32,28,59,39,47,40,35
6,37,32,-13,-21,34,29,58,41,49,41,36
5,38,34,-15,-21,35,30,57,43,50,42,37
5,39,35,-15,-22,36,31,55,43,51,42,37
6,40,35,-15,-23,37,30,52,43,50,42,36
7,40,33,-13,-24,36,29,48,42,49,42,35
9,40,31,-11,-25,35,27,43,40,47,40,33
12,39,28,-8,-26,33,24,39,38,43,38,32
14,39,25,-5,-27,31,21,35,37,40,37,30
16,38,22,-3,-27,30,19,32,35,36,35,29
17,37,21,-2,-27,28,17,29,34,34,33,28
17,35,20,-1,-26,27,15,27,33,32,32,26
17,34,18,0,-25,26,15,26,32,31,30,25
17,33,17,0,-25,24,15,24,31,30,29,23
18,31,15,2,-24,23,16,23,30,29,28,22
18,30,13,3,-24,21,17,22,29,28,27,21
19,29,12,4,-24,20,20,22,29,27,26,20
18,29,12,3,-23,20,23,22,29,26,26,21
15,28,13,1,-22,20,26,22,30,26,26,22
12,28,17,-2,-20,22,29,23,31,26,26,23
7,27,21,-7,-17,23,31,24,32,27,27,25
2,27,25,-12,-15,25,31,24,34,29,28,25
-2,26,29,-15,-12,27,30,23,35,29,28,25
-5,26,31,-18,-11,28,28,21,36,29,27,24
-5,26,32,-18,-11,29,26,19,36,28,26,22
-4,27,32,-18,-12,30,24,16,36,26,25,20
-2,29,32,-17,-14,30,23,14,35,25,24,18
0,31,32,-16,-16,31,22,12,34,23,23,17
3,34,32,-15,-19,33,23,11,34,23,22,17
5,37,32,-14,-21,34,23,11,33,23,22,16
8,39,32,-12,-23,35,23,10,33,24,23,16
10,40,30,-10,-25,35,23,8,33,24,23,16
13,40,28,-7,-27,34,21,6,33,24,23,15
15,40,25,-5,-27,32,20,3,32,24,23,14
15,38,23,-3,-27,30,18,0,32,24,22,14
14,36,23,-4,-26,29,17,-3,32,24,22,14
12,35,24,-6,-24,28,16,-5,34,24,22,14
9,34,25,-8,-22,29,15,-7,36,25,22,14
8,35,27,-10,-22,30,14,-9,38,26,22,15
9,37,28,-10,-24,32,14,-11,40,28,22,15
12,41,30,-10,-27,35,14,-13,42,29,23,16
15,47,32,-10,-32,39,14,-15,44,30,24,17
17,53,36,-10,-36,44,15,-16,46,32,26,18
19,60,41,-12,-41,50,17,-16,48,34,28,20
20,67,46,-14,-45,56,18,-15,51,36,30,23
22,73,52,-15,-49,62,20,-14,53,39,33,25
24,80,56,-16,-53,67,22,-13,56,42,35,27
27,86,59,-16,-57,72,22,-12,58,44,37,29
31,91,61,-15,-62,75,22,-12,60,46,38,30
35,96,61,-13,-66,78,22,-12,62,47,39,30
39,100,61,-11,-70,80,22,-12,64,48,39,31
43,104,61,-9,-74,82,23,-12,66,49,40,32
45,107,62,-9,-76,84,24,-12,68,50,42,34
46,111,65,-10,-78,87,25,-12,71,52,44,37
44,114,70,-14,-79,92,25,-13,74,55,46,40
41,117,77,-19,-79,97,24,-15,76,57,49,43
37,120,84,-24,-78,102,22,-18,79,59,52,46
33,123,91,-30,-78,107,18,-21,81,62,55,49
31,126,96,-33,-79,111,13,-26,83,63,58,52
31,130,99,-34,-81,114,7,-31,84,64,60,54
34,133,100,-33,-84,116,0,-37,84,64,62,55
38,137,100,-31,-88,118,-7,-44,83,63,63,55
43,141,99,-28,-92,120,-13,-51,82,62,63,55
48,145,98,-25,-97,121,-19,-57,81,61,63,55
53,149,97,-22,-102,122,-23,-62,80,61,63,56
58,153,95,-18,-106,123,-26,-65,79,61,64,57
64,155,91,-14,-109,122,-28,-68,79,61,65,58
69,155,87,-9,-112,120,-30,-70,78,61,65,58
74,154,81,-4,-114,117,-30,-71,78,61,65,58
77,152,75,1,-114,113,-30,-72,76,60,65,58
79,148,69,5,-113,108,-28,-73,74,58,64,57
79,143,64,7,-111,103,-26,-72,72,56,63,55
76,137,61,7,-106,98,-24,-71,69,53,61,53
71,129,59,6,-100,93,-21,-68,65,50,58,51
64,120,57,4,-92,88,-18,-65,60,47,55,47
57,111,55,1,-84,82,-15,-61,55,43,50,43
50,102,53,-1,-76,77,-12,-56,50,39,45,39
43,93,51,-3,-68,71,-10,-51,44,34,39,34
35,83,49,-6,-59,66,-8,-46,39,30,33,30
27,74,47,-9,-51,60,-6,-41,33,25,28,26
19,64,46,-13,-42,54,-6,-36,29,21,23,22
